regime,n_chains,rep,n_components,rho_raw,param_raw,rho_grid,param_grid,rho_err_raw,rho_err_grid,param_err_raw,param_err_grid,rho_grid_minus_raw,param_grid_minus_raw,exkurt_raw,exkurt_grid,raw_monotone_violation
mixture,64,14,8,0.8001992299435727,0.34201841652449244,0.8002062859007977,0.3424586423613497,0.00019922994357268742,0.00020628590079763143,-0.017981583475507434,-0.017541357638650168,7.0559572249440095e-06,0.00044022583685726646,6.642646741137446,7.095243378010858,0.0
gaussian,64,15,0,0.7937780426838941,0.37172166557586733,0.793570276248429,0.3721467773404973,-0.006221957316105975,-0.006429723751571026,0.011721665575867457,0.012146777340497406,-0.00020776643546505102,0.0004251117646299485,nan,nan,nan
mixture,64,15,8,0.7954121270806164,0.3959770844229179,0.7938024167288482,0.39642688065408993,-0.004587872919383673,-0.00619758327115183,0.035977084422918026,0.036426880654090055,-0.0016097103517681566,0.00044979623117202827,2.7071912160086775,2.7323788808437897,0.0
gaussian,64,16,0,0.8039280921217541,0.3622686198792853,0.8037267553140057,0.36270954896148366,0.003928092121754045,0.003726755314005681,0.0022686198792854495,0.0027095489614837875,-0.0002013368077483646,0.00044092908219833804,nan,nan,nan
mixture,64,16,8,0.8138016723946262,0.3430215605321832,0.813476455710175,0.34346224741648734,0.013801672394626152,0.013476455710174973,-0.016978439467816686,-0.016537752583512533,-0.00032521668445117946,0.00044068688430415337,2.350873915899279,2.534585644383788,0.0
gaussian,64,17,0,0.8048289871195285,0.35928231317342135,0.8046052267285432,0.35972976660072653,0.004828987119528505,0.0046052267285431325,-0.000717686826578523,-0.0002702333992733452,-0.00022376039098537248,0.0004474534273051778,nan,nan,nan
mixture,64,17,8,0.7974066167474769,0.39929248420582697,0.797817847336586,0.39971419872293434,-0.002593383252523118,-0.0021821526634140387,0.039292484205827094,0.03971419872293447,0.0004112305891090795,0.0004217145171073744,2.5047677036435836,2.67974681617111,0.0
gaussian,64,18,0,0.8111861121232349,0.34717430686783735,0.8109808728119814,0.3476068895051663,0.011186112123234837,0.010980872811981346,-0.01282569313216253,-0.012393110494833548,-0.00020523931125349115,0.00043258263732898206,nan,nan,nan
mixture,64,18,8,0.8079596730075386,0.3379260231674969,0.8089680300340677,0.33837861452080903,0.007959673007538526,0.008968030034067653,-0.02207397683250295,-0.021621385479190847,0.0010083570265291275,0.000452591353312104,2.0921870656958843,2.0875110638515384,0.0
gaussian,64,19,0,0.7898861719036147,0.36240369301616515,0.7896642842962149,0.36283677887102506,-0.010113828096385391,-0.010335715703785109,0.002403693016165276,0.0028367788710251807,-0.0002218876073997178,0.0004330858548599048,nan,nan,nan
mixture,64,19,8,0.8109829152917767,0.34128562976112886,0.8084434825368434,0.3416682221383909,0.01098291529177664,0.00844348253684335,-0.018714370238871014,-0.018331777861609,-0.0025394327549332907,0.00038259237726201434,2.479914641628212,2.5562094643657014,0.0
