family,excess_kurtosis,rho,t,radius,rms_error,fitted_rate,fitted_rate_se,rate_over_gaussian
gaussian,0.0,0.5,1.6,2,0.03570342060384561,0.4788763627476218,0.0031334321520877562,1.0
gaussian,0.0,0.5,1.6,3,0.01623905942235616,0.4788763627476218,0.0031334321520877562,1.0
gaussian,0.0,0.5,1.6,4,0.008698729850902193,0.4788763627476218,0.0031334321520877562,1.0
gaussian,0.0,0.5,1.6,5,0.00393096851899458,0.4788763627476218,0.0031334321520877562,1.0
gaussian,0.0,0.5,1.6,6,0.0018573630246081527,0.4788763627476218,0.0031334321520877562,1.0
gaussian,0.0,0.5,1.6,7,0.0008421140056332046,0.4788763627476218,0.0031334321520877562,1.0
gaussian,0.0,0.5,1.6,8,0.0004363264385455412,0.4788763627476218,0.0031334321520877562,1.0
laplace,3.0,0.5,0.05,1,0.009463222103286078,0.09750335032356904,0.003287990148493847,1.6229248397194085
laplace,3.0,0.5,0.05,2,0.0008610369606828943,0.09750335032356904,0.003287990148493847,1.6229248397194085
laplace,3.0,0.5,0.05,3,6.436113805545704e-05,0.09750335032356904,0.003287990148493847,1.6229248397194085
laplace,3.0,0.5,0.05,4,7.233158790544579e-06,0.09750335032356904,0.003287990148493847,1.6229248397194085
laplace,3.0,0.5,0.05,5,9.357069226985292e-07,0.09750335032356904,0.003287990148493847,1.6229248397194085
laplace,3.0,0.5,0.05,6,7.476407772643283e-08,0.09750335032356904,0.003287990148493847,1.6229248397194085
laplace,3.0,0.5,0.05,7,5.183983957019977e-09,0.09750335032356904,0.003287990148493847,1.6229248397194085
laplace,3.0,0.5,0.05,8,9.074281036262098e-10,0.09750335032356904,0.003287990148493847,1.6229248397194085
laplace,3.0,0.5,0.1,1,0.018646207978321488,0.15052999957623925,0.003421190546929778,1.3690196326963007
laplace,3.0,0.5,0.1,2,0.0030168687262593953,0.15052999957623925,0.003421190546929778,1.3690196326963007
laplace,3.0,0.5,0.1,3,0.0004248798211669004,0.15052999957623925,0.003421190546929778,1.3690196326963007
laplace,3.0,0.5,0.1,4,7.480450474947507e-05,0.15052999957623925,0.003421190546929778,1.3690196326963007
laplace,3.0,0.5,0.1,5,9.504361708311414e-06,0.15052999957623925,0.003421190546929778,1.3690196326963007
laplace,3.0,0.5,0.1,6,1.537533337039375e-06,0.15052999957623925,0.003421190546929778,1.3690196326963007
laplace,3.0,0.5,0.1,7,2.931980506074315e-07,0.15052999957623925,0.003421190546929778,1.3690196326963007
laplace,3.0,0.5,0.1,8,2.7694702273851964e-08,0.15052999957623925,0.003421190546929778,1.3690196326963007
laplace,3.0,0.5,0.2,1,0.050680215287439816,0.21827421071709946,0.003514412532873214,1.156878148727627
laplace,3.0,0.5,0.2,2,0.009750682662204076,0.21827421071709946,0.003514412532873214,1.156878148727627
laplace,3.0,0.5,0.2,3,0.002060619367898053,0.21827421071709946,0.003514412532873214,1.156878148727627
laplace,3.0,0.5,0.2,4,0.0004344674531995538,0.21827421071709946,0.003514412532873214,1.156878148727627
