seed,n_obs,t,arm,psi_hat_deg,psi_true_deg,psi_err_deg,is_flat,profile_range_nats
295485566,512,0.2216,joint,30.252029529133868,29.999999999999996,0.2520295291338686,False,9474.476855747651
295485566,512,0.2216,marginal,,29.999999999999996,,True,0.0
295485566,512,0.4665,joint,30.631422628309362,29.999999999999996,0.6314226283093648,False,3272.8075929370916
295485566,512,0.4665,marginal,,29.999999999999996,,True,0.0
295485566,512,0.9821,joint,29.856213345249536,29.999999999999996,0.14378665475046232,False,602.6614641290626
295485566,512,0.9821,marginal,,29.999999999999996,,True,0.0
295485566,512,2.0676,joint,35.9128659559208,29.999999999999996,5.912865955920805,False,22.01568888400834
295485566,512,2.0676,marginal,,29.999999999999996,,True,0.0
295485566,1024,0.05,joint,29.87462292074755,29.999999999999996,0.12537707925244526,False,97455.86186436102
295485566,1024,0.05,marginal,,29.999999999999996,,True,0.0
295485566,1024,0.1053,joint,29.78027635090518,29.999999999999996,0.21972364909481715,False,48208.19245200747
295485566,1024,0.1053,marginal,,29.999999999999996,,True,0.0
295485566,1024,0.2216,joint,29.856378175517133,29.999999999999996,0.14362182448286484,False,20920.625033117656
295485566,1024,0.2216,marginal,,29.999999999999996,,True,0.0
295485566,1024,0.4665,joint,29.61300557254222,29.999999999999996,0.38699442745777524,False,7046.116994219465
295485566,1024,0.4665,marginal,,29.999999999999996,,True,0.0
295485566,1024,0.9821,joint,29.97564507893697,29.999999999999996,0.02435492106302725,False,1365.7411332020529
295485566,1024,0.9821,marginal,,29.999999999999996,,True,0.0
295485566,1024,2.0676,joint,29.247154755887255,29.999999999999996,0.752845244112744,False,39.220173538134986
295485566,1024,2.0676,marginal,,29.999999999999996,,True,0.0
295485566,2048,0.05,joint,29.97933785128408,29.999999999999996,0.020662148715919686,False,195217.2939428578
295485566,2048,0.05,marginal,,29.999999999999996,,True,0.0
295485566,2048,0.1053,joint,29.98489594997414,29.999999999999996,0.015104050025860008,False,97108.53896263515
295485566,2048,0.1053,marginal,,29.999999999999996,,True,0.0
295485566,2048,0.2216,joint,30.088522879568917,29.999999999999996,0.08852287956892058,False,41819.80643221839
295485566,2048,0.2216,marginal,,29.999999999999996,,True,0.0
295485566,2048,0.4665,joint,29.955034479113433,29.999999999999996,0.04496552088656338,False,13837.591477394137
295485566,2048,0.4665,marginal,,29.999999999999996,,True,0.0
295485566,2048,0.9821,joint,29.826520383953294,29.999999999999996,0.17347961604670512,False,2551.908011780546
295485566,2048,0.9821,marginal,,29.999999999999996,,True,0.0
295485566,2048,2.0676,joint,29.026699630476394,29.999999999999996,0.9733003695236032,False,70.8431450760254
295485566,2048,2.0676,marginal,,29.999999999999996,,True,0.0
295485566,4096,0.05,joint,29.931652736261412,29.999999999999996,0.06834726373858395,False,379766.17024936515
295485566,4096,0.05,marginal,,29.999999999999996,,True,0.0
295485566,4096,0.1053,joint,29.942947323382974,29.999999999999996,0.057052676617023804,False,188855.7956136886
295485566,4096,0.1053,marginal,,29.999999999999996,,True,0.0
295485566,4096,0.2216,joint,29.865844203494806,29.999999999999996,0.1341557965051921,False,80353.7857919957
295485566,4096,0.2216,marginal,,29.999999999999996,,True,0.0
295485566,4096,0.4665,joint,29.841506281329536,29.999999999999996,0.1584937186704624,False,27339.39326731587
295485566,4096,0.4665,marginal,,29.999999999999996,,True,0.0
295485566,4096,0.9821,joint,29.66998686618388,29.999999999999996,0.33001313381611863,False,5027.540066052177
295485566,4096,0.9821,marginal,,29.999999999999996,,True,0.0
295485566,4096,2.0676,joint,29.374267400417555,29.999999999999996,0.6257325995824432,False,122.85025123171363
295485566,4096,2.0676,marginal,,29.999999999999996,,True,0.0
325160077,128,0.05,joint,30.379438231498927,29.999999999999996,0.37943823149893036,False,11853.147263847866
325160077,128,0.05,marginal,,29.999999999999996,,True,0.0
325160077,128,0.1053,joint,30.46361574279685,29.999999999999996,0.46361574279685164,False,5621.3371594581085
325160077,128,0.1053,marginal,,29.999999999999996,,True,0.0
325160077,128,0.2216,joint,30.527146535807606,29.999999999999996,0.5271465358076076,False,2474.6284265411796
325160077,128,0.2216,marginal,,29.999999999999996,,True,0.0
